,1,2,3,4,5,6,7,8,9,10
2011,10,4,3,3,3,3,3,3,2,2
2012,2,1,1,1,1,1,1,1,1,1
2013,2,1,1,1,1,1,1,1,1,1
2014,3,2,2,2,2,2,2,2,1,1
2015,3,2,2,2,2,2,2,2,2,2
2016,5,3,2,2,2,2,2,2,2,2
2017,2,2,2,2,1,1,1,1,1,1
2018,3,2,1,1,1,1,1,1,1,1
