,1,2,3,4,5,6,7,8,9,10
2011,2,1,1,1,1,1,1,1.0,1.0,1.0
2012,1,1,1,1,1,1,1,,,
2013,4,2,1,1,1,1,1,1.0,1.0,1.0
2014,2,2,1,1,1,1,1,1.0,1.0,1.0
2015,3,2,2,2,2,2,2,2.0,2.0,2.0
2016,2,2,2,1,1,1,1,1.0,1.0,1.0
2017,1,1,1,1,1,1,1,1.0,1.0,1.0
2018,2,1,1,1,1,1,1,1.0,1.0,1.0
