,1,2,3,4,5,6,7,8,9,10
2011,5,3,3,2,2,1,1,1,1,1
2012,17,13,8,7,5,3,2,2,2,2
2013,3,3,2,1,1,1,1,1,1,1
2014,9,5,5,2,2,2,2,2,1,1
2015,10,4,4,4,4,3,3,3,2,2
2016,42,32,14,13,12,9,7,5,4,4
2017,17,10,3,3,2,2,2,2,1,1
2018,2,2,1,1,1,1,1,1,1,1
