,1,2,3,4,5,6,7,8,9,10
2011,2,2,1,1,1,1,1,1,1,1
2012,1,1,1,1,1,1,1,1,1,1
2013,2,2,1,1,1,1,1,1,1,1
2014,6,5,4,3,2,2,2,2,2,2
2015,4,3,3,2,2,2,2,2,2,2
2016,7,3,3,2,2,2,2,2,2,2
2017,5,3,3,3,2,2,2,2,2,2
2018,5,3,2,2,2,2,1,1,1,1
