,1,2,3,4,5,6,7,8,9,10
2011,,,,,,,,,,
2012,,,,,,,,,,
2013,,,,,,,,,,
2014,,,,,,,,,,
2015,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
2017,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2018,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0
