,1,2,3,4,5,6,7,8,9,10
2011,1,1,,,,,,,,
2012,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
2014,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015,2,2,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
2016,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017,3,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
2018,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
