,1,2,3,4,5,6,7,8,9,10
2011,9,9,7,5,4,3,3,3,3,3
2012,2,2,1,1,1,1,1,1,1,1
2013,2,2,2,1,1,1,1,1,1,1
2014,3,2,2,2,2,2,1,1,1,1
2015,4,4,3,2,2,2,2,2,2,2
2016,5,5,4,3,2,2,2,2,2,2
2017,3,3,2,2,2,2,2,2,2,2
2018,4,3,3,2,2,2,2,2,2,1
