,1,2,3,4,5,6,7,8,9,10
2011,3,3,3,2,1,1,1,1.0,1.0,1.0
2012,1,1,1,1,1,1,1,,,
2013,1,1,1,1,1,1,1,1.0,1.0,1.0
2014,1,1,1,1,1,1,1,1.0,1.0,1.0
2015,12,5,5,4,4,3,3,3.0,2.0,2.0
2016,69,31,14,13,11,10,10,9.0,8.0,7.0
2017,68,32,12,10,10,9,9,8.0,8.0,8.0
2018,29,14,9,7,6,6,5,5.0,5.0,4.0
